Place FIPS,"Unincorporated, Non-Place FIPS",Geography Name,County FIPS,County Name,Total Population,SE:A00002. Population Density (Per Sq. Mile),Population Density (Per Sq. Mile),Area (Land),SE:A01001. Age,Under 5 Years,5 to 9 Years,10 to 14 Years,15 to 17 Years,18 to 24 Years,25 to 34 Years,35 to 44 Years,45 to 54 Years,55 to 64 Years,65 to 74 Years,75 to 84 Years,85 Years and Over,SE:A03001. Race,White Alone,Black or African American Alone,American Indian and Alaska Native Alone,Asian Alone,Native Hawaiian and Other Pacific Islander Alone,Some Other Race Alone,Two or More Races,SE:B04001. Hispanic or Latino ,Not Hispanic or Latino:,Hispanic or Latino,SE:A12001. Educational Attainment for Population 25 Years and Over,Population 25 Years and Over:,Less than High School,High School Graduate (Includes Equivalency),Some College,Bachelor's Degree,Master's Degree,Professional School Degree,Doctorate Degree,SE:B12001. Educational Attainment for Population 25 Years and Over (Collapsed Version),Population 25 Years and Over:,Less than High School,High School Diploma,Bachelor's Degree or Better,SE:A14001. Household Income (In 2020 Inflation Adjusted Dollars),Households:,"Less than $10,000","$10,000 to $14,999","$15,000 to $19,999","$20,000 to $24,999","$25,000 to $29,999","$30,000 to $34,999","$35,000 to $39,999","$40,000 to $44,999","$45,000 to $49,999","$50,000 to $59,999","$60,000 to $74,999","$75,000 to $99,999","$100,000 to $124,999","$125,000 to $149,999","$150,000 to $199,999","$200,000 or More",SE:A14006. Median Household Income (In 2020 Inflation Adjusted Dollars),Median Household Income (In 2020 Inflation Adjusted Dollars),SE:A14015. Median Household Income by Tenure (In 2020 Inflation Adjusted Dollars),Median Household Income Occupied Housing Units:,Owner Occupied,Renter Occupied,SE:A14024. Per Capita Income (In 2020 Inflation Adjusted Dollars),Per Capita Income (In 2020 Inflation Adjusted Dollars),SE:A10060. Tenure,Occupied Housing Units:,Owner Occupied,Renter Occupied,SE:B10060. White vs Non-White Homeowners,Owner Occupied Housing Units:,"White Alone, Not Hispanic or Latino Homeowners ",Non-White Homeowners,SE:A10035. House Value for All Owner-Occupied Housing Units,Owner-Occupied Housing Units:,"Less than $20,000","$20,000 to $49,999","$50,000 to $99,999","$100,000 to $149,999","$150,000 to $299,999","$300,000 to $499,999","$500,000 to $749,999","$750,000 to $999,999","$1,000,000 or More",SE:A13003A. Poverty Status in 2020 for Children Under 18,Population Under 18 Years of Age for Whom Poverty Status Is Determined:,Living in Poverty,At or Above Poverty Level,SE:A13003B. Poverty Status in 2020 for Population Age 18 to 64,Population Age 18 to 64 for Whom Poverty Status  Is Determined:,Living in Poverty,At or Above Poverty Level,SE:A13003C. Poverty Status in 2020 for Population Age 65 and Over,Population Age 65 and Over for Whom Poverty  Status Is Determined:,Living in Poverty,At or Above Poverty Level,Rural Capacity (Headwaters Index),Social Vulnerability (CDC Index),Percent of Land in 500-Year Floodplain,Percent of Land in 100-Year Floodplain,Total Percent of Land at Some Level of Flood Risk
,,,,,,,,,,2.70%,3.42%,5.52%,3.00%,3.54%,17.53%,9.36%,8.46%,13.69%,23.11%,3.96%,5.70%,,84.87%,0.12%,1.08%,4.32%,0.00%,0.00%,9.60%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.24%,4.76%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,371939040899999,Brushy Mountain township,193,Wilkes,762,,30.66282,24.85094757,,69,0,0,0,142,70,0,34,55,325,49,18,,762,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372,309,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46709898,0,0.3653882,0.3653882
,,,,,,,,,,9.06%,0.00%,0.00%,0.00%,18.64%,9.19%,0.00%,4.46%,7.22%,42.65%,6.43%,2.36%,,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.06%,16.94%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,371819375299999,Townsville township,181,Vance,1608,,48.57092,33.10623215,,85,67,83,30,78,77,134,370,258,263,62,101,,562,1003,0,43,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,629,369,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.65042656,0,27.9763278,27.9763278
,,,,,,,,,,5.29%,4.17%,5.16%,1.87%,4.85%,4.79%,8.33%,23.01%,16.04%,16.36%,3.86%,6.28%,,34.95%,62.38%,0.00%,2.67%,0.00%,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.66%,41.34%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,370099064899999,Chestnut Hill township,9,Ashe,688,,31.96997,21.52019392,,80,0,15,41,33,94,77,155,69,47,77,0,,674,0,0,14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,286,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.52115031,0.65365529,6.46920113,7.12285643
,,,,,,,,,,11.63%,0.00%,2.18%,5.96%,4.80%,13.66%,11.19%,22.53%,10.03%,6.83%,11.19%,0.00%,,97.97%,0.00%,0.00%,2.03%,0.00%,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.70%,5.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,370099154099999,Horse Creek township,9,Ashe,523,,28.80371,18.15738606,,13,16,0,0,6,13,123,54,149,130,10,9,,426,0,11,80,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209,189,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36528381,0,1.98193817,1.98193817
,,,,,,,,,,2.49%,3.06%,0.00%,0.00%,1.15%,2.49%,23.52%,10.33%,28.49%,24.86%,1.91%,1.72%,,81.45%,0.00%,2.10%,15.30%,0.00%,0.00%,1.15%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.43%,9.57%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,370099231699999,North Fork township,9,Ashe,810,,30.89301,26.21951916,,23,54,39,26,51,52,103,101,141,161,43,16,,787,0,0,0,0,0,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352,307,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41117648,0.35505171,2.68001995,3.03507166
,,,,,,,,,,2.84%,6.67%,4.81%,3.21%,6.30%,6.42%,12.72%,12.47%,17.41%,19.88%,5.31%,1.98%,,97.16%,0.00%,0.00%,0.00%,0.00%,0.00%,2.84%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.22%,12.78%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,370839046899999,Butterwood township,83,Halifax,680,,21.38271,31.8014014,,114,12,0,23,87,8,36,140,126,92,26,16,,255,315,9,0,0,0,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299,186,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78007125,0,7.43899574,7.43899574
,,,,,,,,,,16.76%,1.76%,0.00%,3.38%,12.79%,1.18%,5.29%,20.59%,18.53%,13.53%,3.82%,2.35%,,37.50%,46.32%,1.32%,0.00%,0.00%,0.00%,14.85%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.21%,37.79%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,370839075299999,Conoconnara township,83,Halifax,400,,7.897691,50.64771574,,0,0,0,38,0,54,21,33,8,127,83,36,,144,256,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231,117,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76534804,14.7620575,16.0797014,30.8417589
,,,,,,,,,,0.00%,0.00%,0.00%,9.50%,0.00%,13.50%,5.25%,8.25%,2.00%,31.75%,20.75%,9.00%,,36.00%,64.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.65%,49.35%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,371719294899999,Siloam township,171,Surry,1302,,65.04121,20.0180773,,83,48,189,7,122,51,169,213,115,126,136,43,,1256,41,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488,435,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.62335459,0,6.4986868,6.4986868
,,,,,,,,,,6.37%,3.69%,14.52%,0.54%,9.37%,3.92%,12.98%,16.36%,8.83%,9.68%,10.45%,3.30%,,96.47%,3.15%,0.00%,0.00%,0.00%,0.00%,0.38%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.14%,10.86%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,371719190499999,Long Hill township,171,Surry,1653,,139.9961,11.80747401,,83,166,31,33,342,183,131,199,213,202,70,0,,1348,0,0,0,0,254,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,593,431,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46836459,0,3.46615364,3.46615364
,,,,,,,,,,5.02%,10.04%,1.88%,2.00%,20.69%,11.07%,7.92%,12.04%,12.89%,12.22%,4.23%,0.00%,,81.55%,0.00%,0.00%,0.00%,0.00%,15.37%,3.09%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.68%,27.32%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,371719273299999,Rockford township,171,Surry,2168,,80.70632,26.86282716,,75,196,143,131,168,354,256,401,232,102,98,12,,2090,0,7,0,0,63,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,886,741,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.62357306,0,4.48191899,4.48191899
,,,,,,,,,,3.46%,9.04%,6.60%,6.04%,7.75%,16.33%,11.81%,18.50%,10.70%,4.70%,4.52%,0.55%,,96.40%,0.00%,0.32%,0.00%,0.00%,2.91%,0.37%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.63%,16.37%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,371219114099999,Fork Mountain-Little Rock Creek township,121,Mitchell,540,,23.54755,22.93231783,,2,17,50,24,27,2,57,136,102,99,0,24,,505,0,0,0,0,0,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252,223,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42153788,0,1.33089712,1.33089712
,,,,,,,,,,0.37%,3.15%,9.26%,4.44%,5.00%,0.37%,10.56%,25.19%,18.89%,18.33%,0.00%,4.44%,,93.52%,0.00%,0.00%,0.00%,0.00%,0.00%,6.48%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.49%,11.51%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,371219140899999,Harrell township,121,Mitchell,1254,,34.91473,35.91606756,,20,88,148,17,107,41,177,229,149,120,102,56,,1254,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507,422,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22967599,0,0.74695611,0.74695611
,,,,,,,,,,1.59%,7.02%,11.80%,1.36%,8.53%,3.27%,14.11%,18.26%,11.88%,9.57%,8.13%,4.47%,,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.23%,16.77%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,371219254899999,Poplar township,121,Mitchell,207,,11.55788,17.90985441,,0,0,0,8,0,0,9,7,93,27,29,34,,207,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,84,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22363,0,1.96672551,1.96672551
,,,,,,,,,,0.00%,0.00%,0.00%,3.86%,0.00%,0.00%,4.35%,3.38%,44.93%,13.04%,14.01%,16.43%,,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.32%,9.68%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,371939166499999,Jobs Cabin township,193,Wilkes,674,,18.22549,36.9811752,,88,50,38,32,0,0,99,44,194,83,28,18,,674,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285,227,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28712806,0,0.82026892,0.82026892
,,,,,,,,,,13.06%,7.42%,5.64%,4.75%,0.00%,0.00%,14.69%,6.53%,28.78%,12.31%,4.15%,2.67%,,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.65%,20.35%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,371719394899999,Westfield township,171,Surry,2523,,93.8483,26.8838095,,86,60,97,49,400,127,306,487,404,310,182,15,,2313,166,0,0,0,39,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1078,784,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.54886281,0,0.0899652,0.0899652
,,,,,,,,,,3.41%,2.38%,3.84%,1.94%,15.85%,5.03%,12.13%,19.30%,16.01%,12.29%,7.21%,0.59%,,91.68%,6.58%,0.00%,0.00%,0.00%,1.55%,0.20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.73%,27.27%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,371859270099999,Roanoke township,185,Warren,1326,,143.0422,9.269989668,,46,18,0,0,81,0,46,146,261,353,319,56,,1186,37,0,11,0,52,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,636,589,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2733937,0,32.1787679,32.1787679
,,,,,,,,,,3.47%,1.36%,0.00%,0.00%,6.11%,0.00%,3.47%,11.01%,19.68%,26.62%,24.06%,4.22%,,89.44%,2.79%,0.00%,0.83%,0.00%,3.92%,3.02%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.61%,7.39%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,371619213299999,Morgan township,161,Rutherford,1885,,51.71528,36.44957737,,35,25,143,62,67,146,217,265,451,280,194,0,,1768,116,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,681,475,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41845957,0,2.10484151,2.10484151
,,,,,,,,,,1.86%,1.33%,7.59%,3.29%,3.55%,7.75%,11.51%,14.06%,23.93%,14.85%,10.29%,0.00%,,93.79%,6.15%,0.00%,0.05%,0.00%,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.75%,30.25%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,371619048099999,Camp Creek township,161,Rutherford,1366,,37.36012,36.56305435,,48,37,23,85,41,62,272,70,416,262,50,0,,1096,257,0,13,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630,465,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.50449846,0,5.64385629,5.64385629
,,,,,,,,,,3.51%,2.71%,1.68%,6.22%,3.00%,4.54%,19.91%,5.12%,30.45%,19.18%,3.66%,0.00%,,80.23%,18.81%,0.00%,0.95%,0.00%,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.81%,26.19%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,371939382099999,Union township,193,Wilkes,1063,,17.59603,60.4113687,,0,55,76,0,88,26,64,221,204,243,86,0,,1031,0,0,0,0,0,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442,414,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27074312,0,1.75113174,1.75113174
,,,,,,,,,,0.00%,5.17%,7.15%,0.00%,8.28%,2.45%,6.02%,20.79%,19.19%,22.86%,8.09%,0.00%,,96.99%,0.00%,0.00%,0.00%,0.00%,0.00%,3.01%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.67%,6.33%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,370339246899999,Pelham township,33,Caswell,3619,,81.13722,44.6034499,,243,154,450,158,284,156,402,460,598,330,326,58,,2827,500,0,50,0,214,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1402,1011,391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.73293117,0.15622252,6.20176753,6.35799005
,,,,,,,,,,6.71%,4.26%,12.43%,4.37%,7.85%,4.31%,11.11%,12.71%,16.52%,9.12%,9.01%,1.60%,,78.12%,13.82%,0.00%,1.38%,0.00%,5.91%,0.77%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.11%,27.89%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,370999048499999,Canada township,99,Jackson,497,,7.752799,64.10587848,,0,10,10,5,0,39,48,66,180,66,73,0,,497,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228,202,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.62574156,0,2.06560612,2.06560612
,,,,,,,,,,0.00%,2.01%,2.01%,1.01%,0.00%,7.85%,9.66%,13.28%,36.22%,13.28%,14.69%,0.00%,,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.60%,11.40%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,371459240499999,Olive Hill township,145,Person,2502,,59.34437,42.16069881,,166,0,142,127,281,273,196,387,433,403,94,0,,2157,324,0,0,0,0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,964,841,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.56251033,0.00440648,3.93987318,3.94427966
,,,,,,,,,,6.63%,0.00%,5.68%,5.08%,11.23%,10.91%,7.83%,15.47%,17.31%,16.11%,3.76%,0.00%,,86.21%,12.95%,0.00%,0.00%,0.00%,0.00%,0.84%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.24%,12.76%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,370779234899999,Oak Hill township,77,Granville,1231,,20.79393,59.19997776,,46,49,8,9,315,145,73,21,206,288,46,25,,594,506,0,10,0,9,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505,338,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.58902421,0.0649809,2.58456498,2.64954587
,,,,,,,,,,3.74%,3.98%,0.65%,0.73%,25.59%,11.78%,5.93%,1.71%,16.73%,23.40%,3.74%,2.03%,,48.25%,41.10%,0.00%,0.81%,0.00%,0.73%,9.10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.93%,33.07%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,370779388499999,Walnut Grove township,77,Granville,2356,,35.61361,66.15449338,,85,61,224,79,170,400,173,428,396,215,109,16,,1760,508,0,2,0,78,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,916,811,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.73244592,0.31465012,3.33129469,3.64594482
,,,,,,,,,,3.61%,2.59%,9.51%,3.35%,7.22%,16.98%,7.34%,18.17%,16.81%,9.13%,4.63%,0.68%,,74.70%,21.56%,0.00%,0.08%,0.00%,3.31%,0.34%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.54%,11.46%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,370079135699999,Gulledge township,7,Anson,2062,,31.65444,65.14094737,,88,82,170,42,124,115,211,573,319,239,75,24,,1320,638,0,40,0,14,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,985,824,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78265419,0,2.18321847,2.18321847
,,,,,,,,,,4.27%,3.98%,8.24%,2.04%,6.01%,5.58%,10.23%,27.79%,15.47%,11.59%,3.64%,1.16%,,64.02%,30.94%,0.00%,1.94%,0.00%,0.68%,2.42%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.65%,16.35%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,370379136899999,Hadley township,37,Chatham,3388,,72.83045,46.51900472,,93,113,246,150,337,295,223,424,938,459,57,53,,2971,80,0,10,0,0,327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1202,1101,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19762424,0.1653402,4.48724043,4.65258063
,,,,,,,,,,2.74%,3.34%,7.26%,4.43%,9.95%,8.71%,6.58%,12.51%,27.69%,13.55%,1.68%,1.56%,,87.69%,2.36%,0.00%,0.30%,0.00%,0.00%,9.65%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.60%,8.40%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,370339005699999,Anderson township,33,Caswell,1476,,32.33214,45.65116441,,9,35,35,34,66,174,183,412,188,236,104,0,,1010,385,0,0,0,67,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,637,452,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22049689,0.03074746,2.19649337,2.22724083
,,,,,,,,,,0.61%,2.37%,2.37%,2.30%,4.47%,11.79%,12.40%,27.91%,12.74%,15.99%,7.05%,0.00%,,68.43%,26.08%,0.00%,0.00%,0.00%,4.54%,0.95%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.96%,29.04%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,370339088099999,Dan River township,33,Caswell,2234,,46.35889,48.18925184,,40,12,280,57,168,134,322,328,377,265,237,14,,1683,542,0,0,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,990,797,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85973459,0.71212752,11.6138221,12.3259497
,,,,,,,,,,1.79%,0.54%,12.53%,2.55%,7.52%,6.00%,14.41%,14.68%,16.88%,11.86%,10.61%,0.63%,,75.34%,24.26%,0.00%,0.00%,0.00%,0.40%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.51%,19.49%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,370339149299999,Hightowers township,33,Caswell,2097,,41.83355,50.12723457,,71,39,94,66,338,222,312,160,449,262,84,0,,1557,487,0,0,0,0,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,771,653,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19420843,0.20077781,5.1893352,5.39011301
,,,,,,,,,,3.39%,1.86%,4.48%,3.15%,16.12%,10.59%,14.88%,7.63%,21.41%,12.49%,4.01%,0.00%,,74.25%,23.22%,0.00%,0.00%,0.00%,0.00%,2.53%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.70%,15.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,370339175699999,Leasburg township,33,Caswell,1351,,31.77786,42.51387728,,189,84,191,78,0,188,124,223,123,151,0,0,,1009,284,0,0,0,0,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443,357,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34209085,0.31474324,5.29976466,5.6145079
,,,,,,,,,,13.99%,6.22%,14.14%,5.77%,0.00%,13.92%,9.18%,16.51%,9.10%,11.18%,0.00%,0.00%,,74.69%,21.02%,0.00%,0.00%,0.00%,0.00%,4.29%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.59%,19.41%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,371259346899999,Township 5,125,Moore,1072,,24.99459,42.88928288,,360,133,21,0,0,232,23,51,127,108,17,0,,382,188,0,0,0,0,502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218,139,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41740192,0,18.2177376,18.2177376
,,,,,,,,,,33.58%,12.41%,1.96%,0.00%,0.00%,21.64%,2.15%,4.76%,11.85%,10.07%,1.59%,0.00%,,35.63%,17.54%,0.00%,0.00%,0.00%,0.00%,46.83%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.76%,36.24%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,370339313799999,Stoney Creek township,33,Caswell,3825,,,,,171,182,147,168,348,509,254,593,749,348,261,95,,2798,784,49,112,0,0,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1514,1251,263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33670267,0.11431377,3.58376055,3.69807432
,,,,,,,,,,4.47%,4.76%,3.84%,4.39%,9.10%,13.31%,6.64%,15.50%,19.58%,9.10%,6.82%,2.48%,,73.15%,20.50%,1.28%,2.93%,0.00%,0.00%,2.14%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.63%,17.37%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,370379147299999,Hickory Mountain township,37,Chatham,3070,,49.8077,61.63704851,,243,76,321,154,134,332,464,506,366,288,169,17,,2655,209,0,0,0,37,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,988,781,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6190555,0,3.27887795,3.27887795
,,,,,,,,,,7.92%,2.48%,10.46%,5.02%,4.36%,10.81%,15.11%,16.48%,11.92%,9.38%,5.50%,0.55%,,86.48%,6.81%,0.00%,0.00%,0.00%,1.21%,5.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.05%,20.95%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
